DataType,State,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,CA,1970,8.16,2.16,2.44,0.68,0.22,0.59,0.13,0.19,0.04,0.97,6.56,5.67
1,CA,1971,2.39,0.72,3.26,1.18,1.53,0.41,0.15,0.32,0.56,0.51,2.2,5.01
1,CA,1972,1.84,1.98,1.16,1.41,0.46,0.4,0.03,0.19,0.75,1.79,4.23,2.97
1,CA,1973,6.05,5.35,3.34,0.41,0.41,0.06,0.06,0.17,0.53,1.91,6.58,4.06
1,CA,1974,5.67,1.66,5.4,1.77,0.17,0.13,0.4,0.19,0.01,1.55,1.03,3.37
1,CA,1975,1.58,5.41,5.76,2.08,0.24,0.2,0.17,0.33,0.34,2.61,1.19,1.03
1,CA,1976,0.45,3.89,1.4,1.49,0.25,0.15,0.34,0.55,1.31,0.51,0.86,0.55
1,CA,1977,1.98,1.16,1.64,0.23,1.88,0.35,0.08,0.75,0.87,0.5,2.18,5.91
1,CA,1978,7.97,5.77,5.75,3.48,0.38,0.17,0.12,0.22,1.31,0.2,1.96,1.53
1,CA,1979,5.05,4.86,3.44,1.12,0.84,0.05,0.38,0.45,0.24,2.51,2.55,3.14
1,CA,1980,6.63,7.51,2.81,1.68,0.88,0.33,0.2,0.04,0.22,0.57,0.63,2.62
1,CA,1981,4.39,2.08,4.04,0.97,0.9,0.09,0.04,0.1,0.58,2.44,5.99,4.62
1,CA,1982,4.24,2.95,5.78,3.64,0.22,0.68,0.23,0.36,1.26,2.66,5.05,4.92
1,CA,1983,5.93,6.8,9.02,3.12,0.53,0.23,0.1,1.14,0.91,1.18,6.55,6.95
1,CA,1984,0.33,2.2,1.67,1.21,0.39,0.43,0.59,0.61,0.27,1.61,6.14,2.87
1,CA,1985,0.81,1.85,2.88,0.24,0.2,0.21,0.28,0.07,1.08,1.15,3.84,2.09
1,CA,1986,3.8,9.33,4.7,1.0,0.7,0.08,0.22,0.12,1.4,0.64,0.77,1.49
1,CA,1987,3.07,2.79,3.59,0.4,0.63,0.2,0.25,0.04,0.1,1.33,2.26,5.04
1,CA,1988,3.84,0.8,0.59,2.42,0.91,0.57,0.09,0.41,0.11,0.1,4.2,3.06
1,CA,1989,1.59,1.57,5.1,0.83,0.77,0.31,0.04,0.29,1.33,1.95,1.05,0.12
1,CA,1990,3.72,2.36,1.3,0.83,2.46,0.18,0.28,0.36,0.41,0.47,0.71,0.91
1,CA,1991,1.0,2.24,9.11,0.75,0.82,0.32,0.26,0.2,0.24,1.28,1.07,2.5
1,CA,1992,1.94,5.98,3.65,1.03,0.23,0.71,0.24,0.2,0.05,2.13,0.59,6.48
1,CA,1993,8.86,5.98,3.05,1.45,1.44,0.87,0.03,0.22,0.04,0.82,1.42,2.52
1,CA,1994,1.91,3.96,1.24,1.36,1.35,0.1,0.05,0.06,0.34,0.63,3.73,2.81
1,CA,1995,12.5,1.27,9.57,2.69,1.73,0.95,0.17,0.06,0.07,0.05,0.36,5.78
1,CA,1996,5.12,5.99,2.57,2.1,2.01,0.18,0.2,0.06,0.27,1.7,3.35,8.96
1,CA,1997,7.62,0.71,0.84,0.89,0.38,0.65,0.31,0.27,0.94,1.08,3.95,2.96
1,CA,1998,6.97,11.5,4.15,2.17,3.03,0.77,0.2,0.13,0.74,0.76,4.34,1.65
1,CA,1999,3.54,4.98,2.4,1.87,0.33,0.25,0.31,0.21,0.18,0.71,2.2,0.65
1,CA,2000,5.09,6.93,1.92,1.8,0.94,0.31,0.06,0.27,0.35,2.2,0.79,0.77
1,CA,2001,3.52,4.42,2.21,1.75,0.15,0.23,0.28,0.05,0.3,0.65,4.21,5.25
1,CA,2002,2.22,1.45,1.91,0.88,0.59,0.07,0.06,0.01,0.11,0.06,3.18,8.14
1,CA,2003,1.92,2.66,2.77,3.98,1.09,0.04,0.22,0.57,0.17,0.09,2.35,5.77
1,CA,2004,2.27,5.88,1.08,0.7,0.45,0.08,0.06,0.19,0.14,3.72,1.68,5.51
1,CA,2005,5.56,4.03,3.69,1.79,2.54,0.67,0.14,0.29,0.32,1.0,2.26,7.81
1,CA,2006,4.54,2.69,5.41,4.16,0.73,0.15,0.15,0.06,0.06,0.45,2.08,3.13
1,CA,2007,0.81,4.24,0.74,1.27,0.32,0.12,0.18,0.12,0.5,1.5,0.82,3.21
1,CA,2008,7.11,2.76,0.61,0.34,0.54,0.03,0.14,0.12,0.04,0.7,2.41,3.05
1,CA,2009,1.27,4.64,2.26,0.57,1.24,0.6,0.05,0.12,0.09,2.07,0.99,3.15
1,CA,2010,6.48,3.65,2.19,3.47,1.07,0.26,0.07,0.1,0.16,3.0,2.6,8.13
1,CA,2011,1.28,3.34,6.41,1.1,1.44,0.92,0.22,0.1,0.28,1.54,1.69,0.47
1,CA,2012,3.12,1.22,4.74,2.48,0.2,0.32,0.26,0.3,0.1,0.99,3.57,6.15
1,CA,2013,1.19,0.58,1.33,0.71,0.62,0.38,0.28,0.38,0.77,0.26,0.99,0.44
1,CA,2014,0.54,4.02,3.28,1.06,0.35,0.06,0.22,0.45,0.72,1.06,1.84,6.3
1,CA,2015,0.65,2.86,0.78,1.06,0.93,0.23,0.66,0.08,0.33,0.9,1.87,4.69
1,CA,2016,6.39,1.21,4.88,1.52,0.77,0.27,0.06,0.06,0.1,3.82,2.16,4.49
1,CA,2017,9.92,7.94,2.45,2.76,0.43,0.26,0.09,0.27,0.43,0.34,2.98,0.3
1,CA,2018,3.33,0.57,5.12,2.13,0.66,0.07,0.22,0.04,0.06,0.7,2.81,2.38
1,CA,2019,5.23,8.57,4.05,1.22,2.5,0.09,0.08,0.13,0.61,0.16,1.61,4.87
1,CA,2020,2.06,0.21,3.19,1.99,1.2,0.16,0.05,0.1,0.04,0.05,1.19,1.83
1,CA,2021,3.65,1.39,1.73,0.29,0.11,0.14,0.29,0.1,0.36,3.66,0.95,6.26
1,CA,2022,0.45,0.24,1.05,1.72,0.3,0.43,0.13,0.4,0.83,0.16,2.0,6.39
1,CA,2023,8.25,3.38,7.42,0.51,0.99,0.41,0.02,0.75,0.61,0.44,1.31,3.29
1,CA,2024,4.63,6.62,4.23,1.3,0.69,0.04,0.08,0.23,0.13,0.34,-9.99,-9.99
1,NY,1970,1.24,2.62,2.34,3.1,3.33,3.14,3.95,3.67,4.21,3.81,3.8,3.76
1,NY,1971,2.05,4.49,3.28,2.04,3.04,2.59,4.63,4.62,3.4,2.14,3.48,3.53
1,NY,1972,2.13,3.7,3.67,2.92,4.91,8.58,3.87,3.35,2.61,3.57,6.25,4.88
1,NY,1973,2.76,2.19,2.92,4.95,5.16,5.02,2.71,2.69,3.59,2.85,3.26,6.18
1,NY,1974,2.78,2.17,3.96,2.99,4.49,3.84,4.33,3.66,4.71,1.6,4.18,3.56
1,NY,1975,3.23,3.18,3.04,2.31,3.15,4.37,4.72,4.82,6.42,3.64,3.49,3.6
1,NY,1976,4.07,3.12,3.77,3.75,4.95,5.04,4.64,4.65,3.75,6.25,1.61,2.21
1,NY,1977,2.02,2.14,4.9,3.59,2.02,3.43,3.67,5.41,7.68,5.06,5.13,5.01
1,NY,1978,6.09,1.09,2.66,2.12,3.26,3.53,2.91,3.89,3.55,3.59,1.84,3.89
1,NY,1979,6.31,2.15,2.84,3.87,4.01,1.91,2.71,4.58,5.59,3.91,3.95,2.14
1,NY,1980,1.27,0.95,4.87,4.06,1.4,4.29,3.62,2.94,3.61,3.81,3.29,2.16
1,NY,1981,0.88,4.69,1.13,3.32,3.2,3.86,4.18,3.25,5.56,5.11,2.31,2.66
1,NY,1982,3.14,2.6,2.6,2.77,2.89,5.88,2.62,3.01,3.17,1.62,4.64,2.38
1,NY,1983,2.47,1.83,3.53,6.42,4.73,3.02,1.93,4.82,2.58,3.36,4.98,5.93
1,NY,1984,1.61,3.27,2.73,4.05,7.28,3.19,4.33,4.34,2.84,2.16,2.98,3.81
1,NY,1985,1.86,2.21,3.04,1.96,3.08,3.95,3.0,3.22,4.9,3.29,5.9,2.52
1,NY,1986,3.06,2.65,2.93,2.57,3.31,5.69,5.57,4.49,3.73,3.38,3.95,3.35
1,NY,1987,3.38,0.62,2.2,4.13,1.81,4.46,4.31,3.82,5.75,3.79,3.03,2.24
1,NY,1988,1.63,2.9,1.8,2.79,3.16,1.58,5.04,4.47,2.44,3.67,4.6,1.66
1,NY,1989,1.63,1.95,3.02,2.26,6.5,5.83,3.17,3.6,5.1,4.24,4.09,1.41
1,NY,1990,3.7,3.66,2.44,4.07,6.37,3.29,3.44,5.01,2.96,6.39,3.21,5.48
1,NY,1991,2.52,1.62,3.91,3.88,3.21,1.6,3.04,4.15,3.91,2.96,3.11,3.17
1,NY,1992,2.08,1.96,3.19,3.39,3.6,2.87,6.49,4.42,4.03,3.11,4.5,3.05
1,NY,1993,3.02,2.59,3.82,5.5,1.7,3.93,2.44,2.87,4.91,3.3,4.17,3.12
1,NY,1994,3.88,2.0,4.06,3.61,3.35,5.07,3.46,5.5,3.32,1.03,4.19,2.64
1,NY,1995,3.09,2.23,1.62,2.3,2.17,1.79,4.08,2.42,3.21,7.51,4.3,2.38
1,NY,1996,4.55,2.03,2.07,5.26,4.92,4.81,5.54,2.69,5.25,4.12,4.7,4.89
1,NY,1997,2.7,2.52,3.91,2.63,3.22,2.97,3.24,4.1,3.86,2.16,4.61,3.09
1,NY,1998,5.24,2.57,3.64,3.12,3.59,6.74,3.94,3.41,2.78,2.84,1.85,1.69
1,NY,1999,5.58,1.34,3.94,1.79,2.61,2.19,3.28,2.84,7.09,3.04,3.1,1.98
1,NY,2000,3.3,2.88,3.03,5.16,5.8,5.32,4.35,4.16,3.69,2.34,2.74,3.48
1,NY,2001,1.61,2.22,4.92,1.18,2.94,4.29,2.4,3.11,4.13,2.36,2.24,2.74
1,NY,2002,2.19,2.3,3.32,4.06,5.34,5.44,2.0,2.63,4.6,4.31,3.84,3.54
1,NY,2003,2.51,2.52,2.81,2.65,4.83,4.08,4.53,4.6,5.43,5.34,4.3,4.42
1,NY,2004,2.24,1.49,2.37,3.8,5.57,2.88,6.08,5.72,5.32,2.26,3.25,4.19
1,NY,2005,3.9,2.14,2.66,4.73,1.59,3.62,4.05,4.24,3.88,8.29,4.95,2.8
1,NY,2006,4.07,2.02,1.73,3.36,3.73,7.16,5.21,4.26,4.44,6.17,3.44,3.31
1,NY,2007,3.97,2.42,3.67,4.92,1.92,2.91,4.71,2.55,3.31,5.01,4.25,4.83
1,NY,2008,2.06,5.28,5.15,2.81,2.28,4.38,5.52,4.06,3.39,4.74,2.77,5.29
1,NY,2009,2.53,1.68,2.81,2.51,4.64,5.03,5.51,5.05,2.49,4.42,2.06,3.64
1,NY,2010,2.41,2.72,3.64,2.09,2.63,5.57,4.02,4.47,3.3,6.91,2.86,3.31
1,NY,2011,2.01,3.53,4.51,6.78,6.17,4.25,2.55,7.76,7.12,4.61,2.98,3.44
1,NY,2012,3.29,1.27,1.97,2.9,4.12,3.34,3.14,3.19,4.91,4.94,1.18,5.31
1,NY,2013,2.12,2.38,1.8,3.1,4.31,7.46,4.62,3.85,3.5,3.21,4.03,3.61
1,NY,2014,2.6,2.92,3.05,3.57,4.64,5.11,5.34,3.69,2.12,3.98,2.72,3.49
1,NY,2015,2.34,2.0,1.61,3.02,2.75,7.69,3.6,3.07,4.75,3.7,2.05,4.06
1,NY,2016,1.73,4.36,2.13,2.56,2.53,2.87,3.4,4.54,2.49,5.43,2.66,3.47
1,NY,2017,3.4,3.0,3.44,4.85,5.85,4.85,5.24,3.46,2.42,5.55,2.76,2.56
1,NY,2018,3.45,3.18,3.0,3.86,2.76,3.28,4.62,5.37,5.13,4.73,5.94,3.27
1,NY,2019,4.43,2.72,1.95,4.35,5.33,5.01,3.67,3.91,2.81,6.6,3.43,4.01
1,NY,2020,2.78,3.03,2.89,3.15,3.03,2.38,4.1,4.61,2.58,3.95,2.78,4.0
1,NY,2021,2.06,2.34,1.74,3.46,3.04,3.36,8.1,5.33,4.92,6.6,2.67,2.63
1,NY,2022,2.06,3.84,3.07,4.65,3.17,3.8,3.28,3.68,5.07,2.39,3.87,4.25
1,NY,2023,4.04,2.04,3.21,3.91,2.34,3.98,6.63,5.61,3.16,4.06,2.44,5.53
1,NY,2024,4.78,1.22,4.28,4.2,3.53,4.76,4.26,6.2,2.25,1.81,-9.99,-9.99
